session_id,date,region,channel,experiment_group,pages_visited,time_on_site_min,product_views,purchase_prob,purchase_success,amount_spent,ad_impressions,clicks,days_since_last_purchase,satisfaction_rating
1214,2025-02-13,Colombia,Online,Control,6,3.91,7,0.11,0,0.0,26,3,63.0,2.4
1215,2025-03-24,Chile,Retail,Discount Test,3,4.42,0,0.16,0,0.0,22,1,9.8,2.5
1216,2025-03-11,México,Retail,UX Test,8,0.52,11,0.15,0,0.0,17,1,7.4,3.3
1217,2025-01-22,Chile,Retail,Discount Test,3,3.23,1,0.16,0,0.0,24,1,22.0,2.6
1218,2025-01-09,Colombia,Online,Discount Test,6,3.83,1,0.16,0,0.0,14,3,42.6,2.4
1219,2025-03-16,México,Retail,Discount Test,4,7.58,2,0.16,0,0.0,19,4,2.1,2.6
1220,2025-03-08,Perú,Online,Control,3,0.38,0,0.11,0,0.0,19,2,1.7,2.5
1221,2025-03-18,Colombia,Online,Control,6,0.04,5,0.11,0,0.0,17,1,109.2,2.3
1222,2025-02-04,México,Online,Control,2,0.62,1,0.1,0,0.0,15,1,19.2,2.9
1223,2025-02-13,Colombia,Online,Discount Test,4,2.83,4,0.16,0,0.0,19,1,112.9,2.4
1224,2025-02-11,Chile,Marketplace,Control,6,3.51,5,0.11,0,0.0,16,2,22.5,2.8
1225,2025-01-29,Colombia,Marketplace,Control,6,0.24,4,0.11,0,0.0,21,4,14.5,2.4
1226,2025-01-30,Chile,Marketplace,Discount Test,3,0.2,0,0.16,0,0.0,19,4,17.6,3.2
1227,2025-03-05,México,Retail,UX Test,6,1.35,8,0.14,1,57.87,20,2,8.4,2.6
1228,2025-03-09,Colombia,Retail,Discount Test,2,0.26,4,0.15,0,0.0,19,2,52.0,2.8
1229,2025-03-18,Perú,Online,UX Test,6,3.84,5,0.14,0,0.0,27,3,3.1,2.5
1230,2025-03-17,México,Retail,Discount Test,7,1.38,10,0.16,0,0.0,23,2,32.4,2.5
1231,2025-03-09,México,Marketplace,UX Test,5,5.15,6,0.14,0,0.0,18,1,11.1,2.5
1232,2025-01-30,Chile,Retail,Discount Test,4,0.01,5,0.16,0,0.0,15,0,16.9,2.5
1233,2025-03-05,Colombia,Marketplace,Discount Test,13,1.76,12,0.18,1,36.89,25,3,18.2,2.3
1234,2025-03-28,Chile,Online,UX Test,2,0.99,0,0.13,1,40.94,24,2,5.2,2.5
1235,2025-03-23,Colombia,Retail,Discount Test,4,3.81,5,0.16,0,0.0,20,2,13.8,2.7
1236,2025-03-28,Chile,Retail,Control,5,1.32,5,0.11,0,0.0,17,3,20.1,2.7
1237,2025-01-04,Colombia,Retail,Discount Test,8,1.47,8,0.17,1,32.1,20,3,44.0,2.8
1238,2025-02-24,México,Online,Control,4,0.9,3,0.11,0,0.0,17,0,6.9,2.4
1239,2025-01-20,Colombia,Online,Control,5,2.58,8,0.11,0,0.0,19,3,4.1,1.5
1240,2025-01-22,Chile,Retail,Control,7,2.54,8,0.11,0,0.0,27,2,4.0,2.8
1241,2025-03-17,Perú,Retail,Discount Test,6,4.74,6,0.16,0,0.0,23,0,20.3,2.2
1242,2025-03-08,Chile,Online,UX Test,5,5.3,3,0.14,0,0.0,14,0,62.6,2.5
1243,2025-01-30,México,Marketplace,Control,2,10.83,0,0.1,0,0.0,15,0,25.8,2.8
1244,2025-02-16,México,Online,Control,4,1.96,3,0.11,0,0.0,17,0,86.4,3.3
1245,2025-01-17,Chile,Online,Discount Test,6,2.1,5,0.16,0,0.0,19,1,52.9,2.8
1246,2025-01-01,Colombia,Marketplace,UX Test,4,1.43,4,0.14,0,0.0,21,2,84.8,3.3
1247,2025-03-22,Chile,Online,UX Test,4,5.4,3,0.14,0,0.0,16,0,34.6,2.9
1248,2025-03-05,Perú,Online,UX Test,4,3.3,0,0.14,0,0.0,16,1,6.3,2.4
1249,2025-02-17,Perú,Retail,UX Test,5,3.18,5,0.14,0,0.0,28,4,24.3,2.6
1250,2025-01-05,Perú,Online,Discount Test,4,2.32,6,0.16,0,0.0,19,1,25.2,2.2
1251,2025-02-07,Chile,Retail,UX Test,3,0.6,1,0.14,0,0.0,24,0,102.6,2.6
1252,2025-02-03,Chile,Retail,Control,6,1.78,5,0.11,0,0.0,12,2,52.2,2.8
1253,2025-01-16,Chile,Retail,UX Test,5,1.61,2,0.14,1,48.27,16,1,14.3,2.5
1254,2025-01-14,Chile,Retail,Discount Test,7,2.06,5,0.16,1,85.18,23,2,25.3,2.5
1255,2025-01-16,Colombia,Retail,Control,4,0.33,5,0.11,0,0.0,28,4,41.8,2.7
1256,2025-02-23,Colombia,Retail,Control,3,1.75,2,0.11,0,0.0,20,3,24.8,2.6
1257,2025-01-12,México,Retail,Control,2,6.57,5,0.1,1,42.27,19,3,20.1,2.4
1258,2025-01-22,México,Retail,UX Test,5,0.4,6,0.14,0,0.0,17,1,15.2,2.5
1259,2025-03-26,México,Online,Discount Test,8,1.79,9,0.17,0,0.0,16,1,11.3,2.3
1260,2025-01-20,Colombia,Online,UX Test,1,0.34,0,0.13,0,0.0,22,3,90.5,2.6
1261,2025-03-09,México,Online,UX Test,5,0.14,6,0.14,0,0.0,16,1,68.5,2.6
1262,2025-02-23,Chile,Marketplace,Control,8,0.2,10,0.12,0,0.0,27,4,67.8,2.8
1263,2025-02-06,México,Retail,UX Test,1,3.42,3,0.13,0,0.0,24,0,52.6,2.8
1264,2025-02-22,Perú,Online,Control,2,0.41,3,0.1,0,0.0,14,4,5.5,2.5
1265,2025-01-12,Perú,Marketplace,Control,5,2.51,7,0.11,0,0.0,11,0,2.4,2.4
1266,2025-02-13,Chile,Retail,UX Test,4,2.43,2,0.14,0,0.0,13,3,5.8,2.2
1267,2025-03-28,Chile,Marketplace,Discount Test,4,2.29,5,0.16,0,0.0,28,7,24.1,2.4
1268,2025-02-08,Colombia,Retail,Control,8,7.66,9,0.12,0,0.0,18,0,45.3,3.1
1269,2025-01-22,México,Online,Discount Test,4,3.53,1,0.16,0,0.0,22,5,55.4,2.8
1270,2025-03-24,Perú,Retail,Discount Test,5,0.79,4,0.16,0,0.0,16,2,57.5,2.2
1271,2025-02-24,Colombia,Online,Control,2,7.61,0,0.1,0,0.0,22,1,20.0,3.1
1272,2025-03-06,Colombia,Marketplace,UX Test,3,3.22,2,0.14,1,29.14,18,4,19.2,2.7
1273,2025-02-18,Perú,Retail,Discount Test,3,5.84,5,0.16,0,0.0,23,3,16.8,2.6
1274,2025-01-01,Colombia,Marketplace,UX Test,6,5.91,2,0.14,0,0.0,16,2,36.4,2.7
1275,2025-03-09,Colombia,Online,Control,3,1.75,5,0.11,0,0.0,31,2,37.8,3.0
1276,2025-03-29,Colombia,Online,Control,8,4.04,6,0.12,1,69.37,18,2,38.0,2.8
1277,2025-03-05,Colombia,Marketplace,Discount Test,9,1.33,11,0.17,1,95.04,19,1,13.3,2.6
1278,2025-03-13,Perú,Marketplace,Control,1,0.45,0,0.1,1,67.07,29,4,4.5,2.5
1279,2025-03-17,Chile,Online,UX Test,6,1.7,7,0.14,1,42.06,18,2,6.7,2.7
1280,2025-03-30,México,Online,UX Test,8,3.1,7,0.15,0,0.0,13,0,12.2,2.4
1281,2025-01-26,México,Online,Discount Test,6,1.58,3,0.16,0,0.0,13,1,37.4,2.7
1282,2025-02-09,Chile,Retail,UX Test,4,3.09,3,0.14,0,0.0,14,0,34.4,2.6
1283,2025-02-18,Colombia,Online,UX Test,4,10.73,3,0.14,0,0.0,16,1,23.2,2.7
1284,2025-01-14,Perú,Online,Control,4,0.81,1,0.11,0,0.0,16,0,18.9,2.6
1285,2025-02-12,Colombia,Marketplace,UX Test,4,3.69,5,0.14,1,56.91,23,2,4.3,2.5
1286,2025-01-25,Perú,Online,Control,8,0.01,9,0.12,0,0.0,29,0,62.5,2.5
1287,2025-03-16,Colombia,Online,Control,6,1.07,9,0.11,0,0.0,25,1,30.0,2.6
1288,2025-01-31,Chile,Marketplace,Control,6,4.86,4,0.11,0,0.0,21,2,20.6,2.2
1289,2025-01-08,Chile,Online,UX Test,6,0.29,7,0.14,0,0.0,22,1,16.0,2.7
1290,2025-01-01,Colombia,Marketplace,Discount Test,6,3.58,3,0.16,0,0.0,17,1,4.1,2.7
1291,2025-03-18,México,Online,UX Test,4,3.34,1,0.14,1,42.65,16,2,17.8,2.7
1292,2025-03-18,Chile,Retail,Control,6,2.4,4,0.11,0,0.0,20,2,14.7,2.2
1293,2025-03-25,Chile,Retail,Control,7,0.13,7,0.11,0,0.0,16,1,20.1,2.7
1294,2025-01-07,Chile,Retail,Discount Test,5,7.9,0,0.16,1,38.36,17,0,4.1,2.7
1295,2025-02-05,Perú,Retail,UX Test,6,2.14,11,0.14,0,0.0,16,1,29.5,2.4
1296,2025-02-08,Chile,Online,Discount Test,8,3.04,8,0.17,0,0.0,22,3,17.1,2.5
1297,2025-03-18,Perú,Online,Discount Test,3,6.01,4,0.16,0,0.0,17,1,16.6,2.7
1298,2025-01-24,Chile,Online,Control,7,1.48,7,0.11,0,0.0,21,3,31.4,2.8
1299,2025-01-27,México,Online,Control,2,0.05,0,0.1,0,0.0,14,1,41.9,2.7
1300,2025-03-07,México,Retail,Control,6,3.81,5,0.11,0,0.0,24,4,22.1,2.6
1301,2025-01-17,Perú,Retail,Discount Test,5,2.46,6,0.16,0,0.0,30,3,34.9,2.4
1302,2025-02-26,Perú,Retail,Discount Test,8,3.39,7,0.17,0,0.0,14,4,0.6,2.0
1303,2025-03-08,Chile,Online,Discount Test,8,0.01,6,0.17,0,0.0,20,2,71.5,2.3
1304,2025-01-17,México,Online,Control,8,6.99,9,0.12,0,0.0,22,2,16.6,2.5
1305,2025-01-20,Colombia,Marketplace,Discount Test,3,10.64,1,0.16,1,34.86,13,1,4.0,2.9
1306,2025-03-04,Chile,Online,Control,6,16.93,8,0.11,0,0.0,21,0,22.5,3.2
1307,2025-03-12,Perú,Retail,UX Test,6,4.5,4,0.14,0,0.0,30,2,2.6,2.3
1308,2025-03-26,Chile,Retail,Control,8,1.77,6,0.12,0,0.0,21,3,55.3,2.5
1309,2025-01-28,Colombia,Marketplace,UX Test,6,3.81,3,0.14,0,0.0,20,3,48.7,2.4
1310,2025-02-18,Perú,Online,Control,2,2.22,1,0.1,0,0.0,20,4,43.4,2.1
1311,2025-01-14,Colombia,Online,Control,2,0.9,4,0.1,0,0.0,28,2,46.1,2.6
1312,2025-02-08,México,Marketplace,Discount Test,3,0.13,1,0.16,0,0.0,21,2,0.6,2.5
1313,2025-01-24,México,Online,Control,2,1.51,3,0.1,0,0.0,23,2,16.2,2.2
1314,2025-02-01,Perú,Retail,Control,5,0.04,5,0.11,0,0.0,16,0,7.9,2.8
1315,2025-03-13,Colombia,Online,Control,4,1.9,4,0.11,0,0.0,22,1,123.3,2.7
1316,2025-03-13,Perú,Online,Discount Test,4,0.33,3,0.16,0,0.0,19,3,1.9,2.4
1317,2025-03-04,México,Marketplace,UX Test,5,3.59,4,0.14,0,0.0,19,1,51.0,2.4
1318,2025-01-12,México,Online,Discount Test,3,0.1,0,0.16,0,0.0,23,3,30.5,2.9
1319,2025-01-26,Colombia,Online,UX Test,7,0.6,7,0.14,0,0.0,17,0,26.4,2.3
1320,2025-03-25,Perú,Marketplace,Discount Test,2,0.76,1,0.15,0,0.0,22,4,25.2,2.0
1321,2025-02-10,México,Online,Discount Test,10,0.2,9,0.17,0,0.0,20,0,53.6,2.6
1322,2025-02-25,Colombia,Marketplace,Control,7,4.43,8,0.11,0,0.0,18,1,27.6,2.5
1323,2025-01-02,Perú,Retail,Control,3,2.18,0,0.11,1,38.82,23,1,20.1,2.9
1324,2025-02-16,Chile,Marketplace,Control,5,0.97,3,0.11,0,0.0,25,2,56.2,3.3
1325,2025-03-03,México,Online,Control,4,9.64,3,0.11,0,0.0,16,2,11.4,2.8
1326,2025-01-06,Chile,Online,Control,8,0.62,8,0.12,1,63.06,18,1,23.2,2.5
1327,2025-01-11,Colombia,Retail,UX Test,5,4.42,1,0.14,0,0.0,17,1,4.6,2.5
1328,2025-02-02,Colombia,Retail,Discount Test,2,2.04,2,0.15,1,70.07,20,1,16.4,2.4
1329,2025-03-26,Colombia,Online,Discount Test,7,0.25,8,0.16,0,0.0,21,4,32.2,2.4
1330,2025-01-23,México,Online,Discount Test,2,2.28,2,0.15,1,64.28,22,3,2.2,2.3
1331,2025-01-02,Perú,Online,Discount Test,4,1.97,2,0.16,0,0.0,19,3,12.7,2.5
1332,2025-03-14,Chile,Retail,Discount Test,6,6.62,6,0.16,0,0.0,25,1,0.2,2.5
1333,2025-03-17,Chile,Retail,Control,2,2.33,0,0.1,0,0.0,20,1,11.0,2.9
1334,2025-02-17,México,Online,UX Test,6,1.4,7,0.14,0,0.0,13,2,2.6,2.9
1335,2025-03-21,Perú,Online,UX Test,3,3.45,4,0.14,0,0.0,19,2,72.2,2.4
1336,2025-01-16,Chile,Online,Discount Test,3,0.2,3,0.16,0,0.0,15,0,6.4,2.6
1337,2025-01-25,Chile,Online,UX Test,8,4.3,3,0.15,1,40.4,25,2,23.5,2.8
1338,2025-01-02,Colombia,Retail,Discount Test,2,2.37,4,0.15,0,0.0,16,3,36.7,2.2
1339,2025-02-21,Colombia,Online,Discount Test,5,1.89,5,0.16,0,0.0,18,1,32.2,2.9
1340,2025-03-20,México,Online,UX Test,4,6.86,6,0.14,0,0.0,18,1,58.7,2.7
1341,2025-02-23,Colombia,Marketplace,UX Test,6,1.77,5,0.14,0,0.0,20,1,45.4,2.6
1342,2025-01-08,México,Online,UX Test,4,2.15,4,0.14,1,56.18,18,1,2.0,2.8
1343,2025-03-03,Chile,Online,Control,6,7.78,5,0.11,0,0.0,22,3,3.3,2.7
1344,2025-03-02,Perú,Retail,Control,3,5.47,3,0.11,0,0.0,14,1,10.8,2.5
1345,2025-01-15,Chile,Online,Control,7,0.84,6,0.11,0,0.0,19,1,24.6,2.9
1346,2025-03-15,Perú,Retail,UX Test,3,0.38,5,0.14,0,0.0,20,1,15.9,2.7
1347,2025-03-23,Chile,Online,Control,5,3.48,7,0.11,0,0.0,21,3,9.1,2.4
1348,2025-02-04,Colombia,Retail,UX Test,6,0.47,8,0.14,1,62.6,17,3,10.4,2.8
1349,2025-01-28,México,Marketplace,UX Test,2,0.72,1,0.13,0,0.0,30,1,32.9,2.7
1350,2025-02-21,Colombia,Online,Control,9,1.13,8,0.12,0,0.0,14,2,1.2,2.5
1351,2025-03-28,Colombia,Retail,Control,7,7.49,2,0.11,1,72.3,22,2,8.2,2.6
1352,2025-03-06,México,Online,Control,4,0.66,7,0.11,0,0.0,18,1,26.3,2.8
1353,2025-03-12,Perú,Retail,Discount Test,1,3.77,0,0.15,0,0.0,17,2,17.3,2.6
1354,2025-03-10,Perú,Retail,Discount Test,4,2.21,4,0.16,0,0.0,24,2,5.4,2.6
1355,2025-03-27,Chile,Online,UX Test,4,1.96,2,0.14,0,0.0,18,2,15.7,2.3
1356,2025-03-14,Colombia,Online,Control,5,3.02,7,0.11,0,0.0,24,7,124.0,2.5
1357,2025-01-24,Colombia,Retail,UX Test,8,1.53,7,0.15,0,0.0,20,1,120.7,2.5
1358,2025-01-21,México,Retail,Control,9,2.23,9,0.12,0,0.0,24,2,6.6,2.1
1359,2025-01-22,Chile,Online,Control,4,0.23,3,0.11,0,0.0,18,1,39.1,2.3
1360,2025-01-19,Perú,Online,Discount Test,8,2.54,8,0.17,0,0.0,17,0,5.9,2.6
1361,2025-01-19,México,Retail,Discount Test,3,1.88,2,0.16,0,0.0,17,4,3.6,2.5
1362,2025-03-25,México,Online,Discount Test,4,2.07,3,0.16,0,0.0,18,1,2.5,3.0
1363,2025-03-26,Colombia,Marketplace,Control,6,2.25,7,0.11,0,0.0,14,2,23.9,2.1
1364,2025-01-08,Colombia,Retail,UX Test,6,4.4,6,0.14,0,0.0,15,3,21.3,2.2
1365,2025-01-06,México,Retail,Control,9,1.21,5,0.12,1,58.25,22,0,4.1,2.5
1366,2025-03-18,Chile,Online,Control,3,0.68,1,0.11,0,0.0,21,2,13.4,2.7
1367,2025-02-20,México,Marketplace,Control,4,0.29,4,0.11,1,64.63,18,4,33.5,2.7
1368,2025-01-19,México,Retail,Discount Test,2,6.41,2,0.15,0,0.0,20,0,42.8,2.4
1369,2025-02-11,México,Marketplace,UX Test,3,2.36,3,0.14,0,0.0,15,1,3.0,2.7
1370,2025-01-07,Chile,Online,UX Test,5,5.02,2,0.14,0,0.0,18,4,15.2,3.0
1371,2025-03-29,Colombia,Marketplace,Discount Test,7,1.19,9,0.16,0,0.0,18,2,46.0,2.5
1372,2025-01-13,México,Marketplace,UX Test,5,0.16,3,0.14,0,0.0,18,2,8.5,2.6
1373,2025-03-13,Colombia,Retail,Discount Test,5,2.5,5,0.16,0,0.0,26,3,35.7,2.7
1374,2025-03-27,México,Online,UX Test,6,5.33,6,0.14,0,0.0,24,2,58.4,3.2
1375,2025-03-05,Colombia,Online,Control,4,3.43,3,0.11,0,0.0,22,3,49.9,2.2
1376,2025-01-08,Perú,Retail,Control,3,5.43,1,0.11,0,0.0,28,0,23.1,2.6
1377,2025-02-22,Perú,Online,Discount Test,4,0.27,2,0.16,1,78.82,22,1,9.9,2.6
1378,2025-01-12,Chile,Online,UX Test,6,3.3,4,0.14,0,0.0,23,1,9.4,2.6
1379,2025-03-19,Perú,Online,Control,6,2.38,4,0.11,0,0.0,17,2,6.0,2.8
1380,2025-03-01,Chile,Marketplace,Discount Test,6,8.69,3,0.16,0,0.0,27,1,50.4,2.6
1381,2025-03-25,Chile,Online,Control,5,1.66,4,0.11,0,0.0,32,4,35.8,2.6
1382,2025-01-13,México,Retail,UX Test,6,10.71,3,0.14,0,0.0,24,0,59.5,2.7
1383,2025-02-10,Chile,Marketplace,UX Test,10,2.72,10,0.15,0,0.0,24,4,49.0,2.9
1384,2025-02-18,México,Marketplace,Discount Test,6,9.77,6,0.16,0,0.0,20,6,89.7,2.1
1385,2025-01-10,Perú,Retail,Discount Test,2,4.33,1,0.15,0,0.0,21,2,1.3,2.4
1386,2025-03-02,Perú,Online,Control,7,3.42,9,0.11,0,0.0,22,2,42.8,2.9
1387,2025-02-20,Colombia,Retail,UX Test,4,4.71,4,0.14,0,0.0,15,2,99.4,2.4
1388,2025-01-31,Perú,Retail,Control,6,1.44,7,0.11,0,0.0,30,2,4.5,2.9
1389,2025-02-06,México,Online,Control,4,2.89,1,0.11,0,0.0,23,4,5.0,2.4
1390,2025-03-12,Chile,Marketplace,Discount Test,6,0.88,5,0.16,0,0.0,16,2,0.9,2.8
1391,2025-02-01,Colombia,Retail,Control,2,0.29,0,0.1,0,0.0,16,0,11.1,2.4
1392,2025-03-28,México,Online,Discount Test,4,0.68,4,0.16,0,0.0,27,1,9.7,2.3
1393,2025-03-23,México,Retail,UX Test,8,3.67,8,0.15,0,0.0,21,0,10.8,2.5
1394,2025-01-07,Colombia,Marketplace,Control,3,5.21,3,0.11,0,0.0,31,1,18.7,2.4
1395,2025-03-17,Chile,Online,Discount Test,2,1.59,0,0.15,0,0.0,20,1,1.6,2.5
1396,2025-03-01,Chile,Retail,Control,6,4.72,6,0.11,0,0.0,23,3,6.8,2.6
1397,2025-01-05,Perú,Online,Control,5,0.55,4,0.11,0,0.0,20,1,17.8,2.4
1398,2025-03-27,México,Marketplace,Control,8,1.53,12,0.12,0,0.0,16,4,44.4,2.9
1399,2025-03-16,Colombia,Retail,Discount Test,5,2.07,5,0.16,0,0.0,21,1,12.0,2.4
1400,2025-03-16,Colombia,Retail,Control,3,10.38,6,0.11,0,0.0,19,3,10.6,2.4
1401,2025-03-23,Colombia,Online,Discount Test,5,0.53,2,0.16,0,0.0,16,3,3.7,2.4
1402,2025-03-23,México,Online,Control,4,1.44,5,0.11,0,0.0,16,2,1.3,2.4
1403,2025-01-20,Colombia,Online,UX Test,3,6.55,1,0.14,0,0.0,25,1,29.9,2.7
1404,2025-03-25,Colombia,Online,Discount Test,3,5.29,4,0.16,0,0.0,23,5,41.0,2.3
1405,2025-01-05,Colombia,Retail,Discount Test,6,0.66,5,0.16,0,0.0,16,1,14.4,2.5
1406,2025-03-20,Perú,Marketplace,UX Test,3,1.38,0,0.14,0,0.0,23,2,6.4,2.6
1407,2025-02-10,México,Online,Control,5,2.33,5,0.11,0,0.0,21,2,10.3,2.8
1408,2025-03-15,Colombia,Retail,UX Test,3,4.1,1,0.14,0,0.0,24,2,37.1,2.6
1409,2025-01-25,Colombia,Marketplace,Discount Test,3,0.46,2,0.16,0,0.0,19,1,45.1,2.6
1410,2025-03-09,Colombia,Retail,UX Test,6,0.56,6,0.14,1,55.07,19,3,72.8,2.7
1411,2025-03-13,México,Online,Discount Test,4,4.7,6,0.16,0,0.0,20,2,68.4,2.6
1412,2025-01-08,México,Marketplace,Control,7,0.07,10,0.11,0,0.0,20,0,5.7,2.8
1413,2025-03-23,México,Online,Discount Test,4,5.53,5,0.16,0,0.0,19,2,120.3,2.3
1414,2025-03-14,Chile,Retail,Control,7,0.52,6,0.11,0,0.0,17,3,5.1,2.5
1415,2025-02-22,Chile,Online,Control,4,1.67,1,0.11,0,0.0,25,5,25.0,2.5
1416,2025-03-05,Colombia,Online,UX Test,1,1.33,1,0.13,0,0.0,15,2,5.3,3.4
1417,2025-01-31,México,Online,Discount Test,8,1.16,16,0.17,0,0.0,28,2,27.2,2.5
1418,2025-02-11,Chile,Online,UX Test,5,1.69,3,0.14,0,0.0,17,3,7.7,2.9
1419,2025-01-14,Chile,Online,UX Test,6,1.63,3,0.14,0,0.0,25,1,24.4,2.7
1420,2025-02-14,México,Retail,UX Test,4,0.88,4,0.14,1,83.06,27,3,21.3,2.3
1421,2025-03-11,México,Marketplace,Control,3,1.27,2,0.11,0,0.0,25,1,211.3,2.2
1422,2025-02-19,Chile,Online,Control,5,2.18,5,0.11,0,0.0,24,1,0.7,2.5
1423,2025-01-12,Perú,Retail,UX Test,3,5.26,2,0.14,0,0.0,21,1,94.2,2.5
1424,2025-03-15,Colombia,Marketplace,Discount Test,9,8.52,8,0.17,0,0.0,11,4,23.9,2.8
1425,2025-03-07,Perú,Retail,Control,7,1.35,7,0.11,0,0.0,24,0,29.9,2.8
1426,2025-01-04,Perú,Retail,UX Test,4,0.25,3,0.14,0,0.0,14,2,5.2,2.5
1427,2025-03-13,Chile,Online,Control,3,2.47,2,0.11,0,0.0,24,1,10.3,2.5
1428,2025-03-19,Colombia,Online,Discount Test,3,0.27,5,0.16,0,0.0,22,1,83.8,2.6
1429,2025-02-15,Chile,Online,UX Test,7,0.25,6,0.14,1,60.49,26,3,0.1,2.7
1430,2025-02-03,Colombia,Marketplace,Control,14,0.85,15,0.13,1,36.78,18,4,9.4,2.6
1431,2025-01-08,México,Retail,Control,7,0.12,6,0.11,1,52.09,24,0,15.4,2.9
1432,2025-03-15,Chile,Retail,Control,6,2.03,4,0.11,0,0.0,19,4,54.2,2.9
1433,2025-01-01,México,Marketplace,Control,2,0.13,0,0.1,0,0.0,17,1,38.9,2.5
1434,2025-01-31,Perú,Marketplace,UX Test,4,7.46,4,0.14,0,0.0,16,1,22.2,2.5
1435,2025-01-30,Chile,Retail,UX Test,8,2.05,8,0.15,0,0.0,12,0,17.7,2.3
1436,2025-03-23,Colombia,Marketplace,UX Test,4,2.96,4,0.14,0,0.0,22,3,13.3,2.5
1437,2025-02-09,Colombia,Marketplace,UX Test,4,2.14,6,0.14,0,0.0,23,2,9.9,2.5
1438,2025-03-21,Perú,Online,Control,2,4.53,0,0.1,0,0.0,23,5,15.0,2.8
1439,2025-01-08,Perú,Online,UX Test,3,1.36,6,0.14,0,0.0,17,4,6.8,2.4
1440,2025-03-17,Perú,Online,UX Test,3,1.09,1,0.14,0,0.0,17,1,2.0,2.2
1441,2025-02-24,Colombia,Retail,Discount Test,7,3.25,4,0.16,0,0.0,16,1,91.8,2.7
1442,2025-02-17,Chile,Online,UX Test,3,2.32,4,0.14,0,0.0,16,2,60.1,2.3
1443,2025-01-28,Chile,Online,Discount Test,6,7.34,8,0.16,0,0.0,17,1,11.9,2.9
1444,2025-02-13,Colombia,Online,Discount Test,5,3.93,4,0.16,0,0.0,17,3,13.8,2.6
1445,2025-01-25,México,Retail,Discount Test,8,9.46,8,0.17,0,0.0,20,2,12.5,2.4
1446,2025-02-10,México,Online,UX Test,9,4.81,10,0.15,0,0.0,24,2,17.9,2.7
1447,2025-03-10,Chile,Marketplace,UX Test,4,0.87,0,0.14,0,0.0,16,2,10.2,3.1
1448,2025-02-25,México,Online,UX Test,6,3.26,8,0.14,0,0.0,20,1,15.6,2.9
1449,2025-03-02,Perú,Online,Discount Test,5,7.1,3,0.16,0,0.0,20,1,3.6,2.6
1450,2025-03-21,México,Retail,Control,7,0.32,4,0.11,0,0.0,22,0,12.7,2.6
1451,2025-01-05,Perú,Online,UX Test,4,0.84,1,0.14,0,0.0,13,1,15.3,2.9
1452,2025-01-18,México,Retail,UX Test,0,0.73,0,0.13,0,0.0,16,4,23.1,2.3
1453,2025-03-06,México,Online,Discount Test,9,0.56,9,0.17,1,69.82,17,0,0.8,2.5
1454,2025-02-06,Perú,Online,Discount Test,8,2.6,3,0.17,0,0.0,21,1,30.3,2.7
1455,2025-02-27,Chile,Marketplace,Discount Test,6,3.21,8,0.16,0,0.0,21,1,8.0,2.6
1456,2025-03-21,Colombia,Online,UX Test,4,11.01,5,0.14,0,0.0,20,3,0.8,3.1
1457,2025-03-07,México,Online,Control,3,5.62,1,0.11,1,41.22,15,3,36.2,2.4
1458,2025-03-25,México,Online,Control,9,0.58,10,0.12,0,0.0,27,3,30.4,2.7
1459,2025-01-14,Chile,Online,Control,4,4.01,3,0.11,0,0.0,16,0,16.6,2.3
1460,2025-03-09,México,Online,UX Test,3,0.64,4,0.14,0,0.0,20,2,21.6,2.6
1461,2025-03-04,Chile,Online,Control,4,0.42,5,0.11,0,0.0,19,2,45.4,2.6
1462,2025-01-01,Perú,Online,UX Test,4,4.72,2,0.14,0,0.0,22,3,112.0,3.0
1463,2025-01-04,México,Online,Discount Test,5,0.6,7,0.16,0,0.0,17,2,17.6,2.5
1464,2025-01-04,Colombia,Online,UX Test,4,0.24,3,0.14,0,0.0,28,3,57.0,2.2
1465,2025-02-16,Perú,Online,Control,3,0.67,5,0.11,0,0.0,23,1,1.2,1.3
1466,2025-03-11,Colombia,Online,UX Test,3,4.55,1,0.14,0,0.0,23,3,7.4,3.2
1467,2025-02-06,Perú,Online,UX Test,5,0.92,5,0.14,0,0.0,15,3,6.8,2.7
1468,2025-01-01,Colombia,Retail,Control,9,3.34,8,0.12,0,0.0,23,5,4.4,2.1
1469,2025-01-16,Perú,Retail,Discount Test,5,0.67,5,0.16,0,0.0,24,3,18.8,2.5
1470,2025-03-26,Chile,Online,UX Test,6,5.42,6,0.14,1,42.2,18,1,22.4,2.6
1471,2025-01-22,Chile,Online,Control,4,0.52,5,0.11,0,0.0,17,3,66.0,2.7
1472,2025-03-17,México,Retail,UX Test,7,0.07,7,0.14,1,59.18,22,3,15.9,2.6
1473,2025-02-02,Colombia,Retail,Discount Test,6,0.44,7,0.16,0,0.0,11,1,44.9,2.4
1474,2025-02-16,Colombia,Marketplace,Control,3,0.44,3,0.11,0,0.0,14,1,27.0,2.9
1475,2025-02-13,Perú,Marketplace,UX Test,7,0.83,5,0.14,0,0.0,17,2,5.3,2.9
1476,2025-01-12,México,Online,Discount Test,7,0.86,7,0.16,0,0.0,23,4,7.1,3.0
1477,2025-02-02,Colombia,Retail,Control,4,1.66,7,0.11,0,0.0,17,3,105.5,2.6
1478,2025-03-30,Colombia,Online,Discount Test,4,0.83,4,0.16,0,0.0,14,2,3.0,2.3
1479,2025-02-20,Chile,Online,UX Test,8,1.13,7,0.15,0,0.0,17,3,7.6,2.7
